STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/4/2019,1.12,",,W",0.11,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",53,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/5/2019,7.16,",,W",1.31,",,W,2400",0,",,W,2400",0,",,W,2400",,,58,",,W",51,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/6/2019,4.03,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",51,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/7/2019,1.34,",,W",0.11,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",52,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/8/2019,4.47,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",55,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/9/2019,5.59,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,61,",,W",53,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/10/2019,1.57,",,W",0.04,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",56,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/11/2019,3.13,",,W",0.04,",,W,2400",0,",,W,2400",0,",,W,2400",,,69,",,W",56,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/12/2019,8.5,",,W",1.32,",,W,2400",0,",,W,2400",0,",,W,2400",,,59,",,W",43,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/13/2019,5.59,",,W",0.7,",,W,2400",0,",,W,2400",0,",,W,2400",,,48,",,W",42,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/14/2019,2.24,",,W",0.3,",,W,2400",0,",,W,2400",0,",,W,2400",,,52,",,W",44,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/15/2019,3.8,",,W",0.01,",,W,2400",0,",,W,2400",0,",,W,2400",,,69,",,W",44,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/16/2019,2.68,",,W",0.12,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",52,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/17/2019,4.92,",,W",0.03,",,W,2400",0,",,W,2400",0,",,W,2400",,,76,",,W",60,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/18/2019,2.68,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,75,",,W",56,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/19/2019,2.91,",,W",0.06,",,W,2400",0,",,W,2400",0,",,W,2400",,,76,",,W",60,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/20/2019,5.37,",,W",0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",66,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/21/2019,5.82,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",56,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/22/2019,4.25,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",54,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/23/2019,4.03,",,W",0.48,",,W,2400",0,",,W,2400",0,",,W,2400",,,72,",,W",55,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/24/2019,7.61,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",61,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/25/2019,4.03,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",55,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/26/2019,4.25,",,W",0.2,",,W,2400",0,",,W,2400",0,",,W,2400",,,86,",,W",59,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/27/2019,3.58,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,80,",,W",64,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/28/2019,4.25,",,W",0.17,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",62,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/29/2019,4.7,",,W",0.8,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",56,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/30/2019,2.01,",,W",0.95,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",57,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,5/31/2019,2.68,",,W",0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,80,",,W",63,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/1/2019,2.68,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,80,",,W",63,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/2/2019,3.8,",,W",0.86,",,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",61,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/3/2019,5.37,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",58,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/4/2019,3.8,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",54,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/5/2019,4.47,",,W",0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",64,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/6/2019,4.7,",,W",0.04,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",68,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/7/2019,2.24,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",66,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/8/2019,6.26,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",63,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/9/2019,6.49,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,78,",,W",60,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/10/2019,6.71,",,W",0.62,",,W,2400",0,",,W,2400",0,",,W,2400",,,70,",,W",60,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/11/2019,6.26,",,W",0.45,",,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",63,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/12/2019,4.03,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",59,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/13/2019,5.82,",,W",0.6,",,W,2400",0,",,W,2400",0,",,W,2400",,,65,",,W",55,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/14/2019,6.04,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",58,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/15/2019,4.47,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",60,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/16/2019,5.14,",,W",0.04,",,W,2400",0,",,W,2400",0,",,W,2400",,,80,",,W",65,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/17/2019,1.34,",,W",0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,76,",,W",69,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/18/2019,1.79,",,W",0.79,",,W,2400",0,",,W,2400",0,",,W,2400",,,73,",,W",67,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/19/2019,2.91,",,W",0.11,",,W,2400",0,",,W,2400",0,",,W,2400",,,71,",,W",66,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/20/2019,3.13,",,W",0.42,",,W,2400",0,",,W,2400",0,",,W,2400",,,78,",,W",65,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/21/2019,5.14,",,W",0.53,",,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",65,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/22/2019,5.59,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",61,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/23/2019,4.7,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",64,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/24/2019,1.79,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",67,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/25/2019,2.01,",,W",0.86,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/26/2019,3.13,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/27/2019,2.68,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,89,",,W",71,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/28/2019,2.46,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,89,",,W",73,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/29/2019,4.7,",,W",0.08,",,W,2400",0,",,W,2400",0,",,W,2400",,,91,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,6/30/2019,5.14,",,W",0.06,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",69,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/1/2019,4.47,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",65,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/2/2019,2.46,",,W",0.02,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",71,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/3/2019,1.79,",,W",0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",75,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/4/2019,2.68,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",74,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/5/2019,2.91,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,86,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/6/2019,3.36,",,W",0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",76,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/7/2019,4.92,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,86,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/8/2019,2.68,",,W",0.04,",,W,2400",0,",,W,2400",0,",,W,2400",,,78,",,W",68,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/9/2019,2.68,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",69,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/10/2019,2.46,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",74,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/11/2019,4.47,",,W",0.79,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",73,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/12/2019,5.14,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/13/2019,3.8,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",70,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/14/2019,4.92,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,89,",,W",76,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/15/2019,2.91,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",68,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/16/2019,2.91,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,91,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/17/2019,3.58,",,W",1.82,",,W,2400",0,",,W,2400",0,",,W,2400",,,93,",,W",73,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/18/2019,4.92,",,W",0.51,",,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",71,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/19/2019,3.58,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,91,",,W",71,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/20/2019,4.25,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,95,",,W",82,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/21/2019,4.47,",,W",0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,95,",,W",80,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/22/2019,2.68,",,W",1.66,",,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/23/2019,4.03,",,W",0.53,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",67,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/24/2019,2.91,",,W",0.02,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",67,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/25/2019,1.79,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",70,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/26/2019,1.57,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",69,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/27/2019,2.91,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/28/2019,5.37,",,W",0.01,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",71,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/29/2019,4.47,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",73,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/30/2019,3.36,",,W",0.01,",,W,2400",0,",,W,2400",0,",,W,2400",,,92,",,W",78,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,7/31/2019,2.91,",,W",0.36,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",70,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/1/2019,2.24,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",70,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/2/2019,3.58,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",73,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/3/2019,3.58,",,W",0.21,",,W,2400",0,",,W,2400",0,",,W,2400",,,86,",,W",68,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/4/2019,2.68,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",69,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/5/2019,4.47,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,82,",,W",70,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/6/2019,3.13,",,W",0.04,",,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",71,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/7/2019,2.68,",,W",1.18,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",69,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/8/2019,4.7,",,W",0.2,",,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",67,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/9/2019,3.58,",,W",0.08,",,W,2400",0,",,W,2400",0,",,W,2400",,,83,",,W",68,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/10/2019,5.14,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",66,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/11/2019,3.13,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,80,",,W",63,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/12/2019,3.58,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",68,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/13/2019,3.58,",,W",0.07,",,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",71,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/14/2019,3.58,",,W",0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,84,",,W",73,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/15/2019,4.03,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,85,",,W",70,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/16/2019,2.68,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,79,",,W",68,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/17/2019,3.36,",,W",0,"T,,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",73,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/18/2019,2.24,",,W",0.64,",,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",70,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/19/2019,2.91,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",72,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/20/2019,2.91,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,88,",,W",75,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/21/2019,2.91,",,W",0.1,",,W,2400",0,",,W,2400",0,",,W,2400",,,87,",,W",74,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/22/2019,3.8,",,W",1.01,",,W,2400",0,",,W,2400",0,",,W,2400",,,90,",,W",71,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/23/2019,3.36,",,W",0.09,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",65,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/24/2019,5.14,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,76,",,W",64,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/25/2019,8.95,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,77,",,W",63,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/26/2019,6.26,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",61,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/27/2019,3.13,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,75,",,W",62,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/28/2019,3.8,",,W",0.08,",,W,2400",0,",,W,2400",0,",,W,2400",,,74,",,W",67,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/29/2019,4.03,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",65,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/30/2019,4.03,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,86,",,W",67,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,8/31/2019,5.82,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,81,",,W",69,",,W"
USW00094728,"NY CITY CENTRAL PARK, NY US",40.77898,-73.96925,42.7,9/1/2019,4.47,",,W",0,",,W,2400",0,",,W,2400",0,",,W,2400",,,78,",,W",63,",,W"
